dni_socio,nombre,apell1,apell2,direccion,correo_e,cod_postal_cod_postal,sede_idsede,evento_cod_evento,cuota_tipo,cuota_importe,cuota_cc
35203507Y,Gallego,Ferrer,Elena ,Rambla Lorem 162B 9A,'ferrer.gallego@correo.com',42173,7,7,anual,5,ES5577644480024527930453
02206990W,Nieto,Suarez,Francisco ,Canada Lorem 99 15E,'suarez.nieto@correo.com',12330,6,11,mensual,10,ES5577644480024527930454
21270443C,Hidalgo,Herrera,Eduardo ,Glorieta Lorem ipsum dolor 143B 10H,'herrera.hidalgo@correo.com',14659,11,4,mensual,10,ES5577644480024527930455
83576666W,Iglesias,Ibanez,Ana Isabel,Carrera Lorem 238B 16A,'ibanez.iglesias@correo.com',36693,8,5,mensual,50,ES5577644480024527930456
30613867Q,Esteban,Gallardo,Jose Francisco,Glorieta Lorem ipsum dolor 173A 18B,'gallardo.esteban@correo.com',36448,17,9,mensual,100,ES5577644480024527930457
90765576D,Vicente,Ramos,Maria Dolores,C. Comercial Lorem 212A 1F,'ramos.vicente@correo.com',19100,12,5,trimestral,50,ES5577644480024527930458
60056353H,Moreno,Dominguez,Natalia ,Cuesta Lorem 139B 13D,'dominguez.moreno@correo.com',37892,1,10,anual,10,ES5577644480024527930459
19646770D,Sanchez,Moreno,Encarnacion ,Carrer Lorem 47B,'moreno.sanchez@correo.com',8000,16,3,mensual,5,ES5577644480024527930460
71899603Q,Serrano,Alonso,Monica ,Carrera Lorem ipsum 2 15D,'alonso.serrano@correo.com',36615,8,2,mensual,15,ES5577644480024527930461
76494488F,Gomez,Herrero,Javier ,Via Lorem ipsum 12 1B,'herrero.gomez@correo.com',17515,3,6,mensual,5,ES5577644480024527930462
65432603H,Gallardo,Caballero,Tomas ,Urbanizacion Lorem ipsum dolor sit 173A 4C,'caballero.gallardo@correo.com',36410,16,5,mensual,15,ES5577644480024527930463
67088321N,Martinez,Sanz,Maria Pilar,Alameda Lorem ipsum dolor sit 268B 10G,'sanz.martinez@correo.com',15857,13,4,trimestral,10,ES5577644480024527930464
40522697D,Ramos,Martin,Noelia ,Plaza Lorem ipsum 184 2A,'martin.ramos@correo.com',18140,11,14,anual,5,ES5577644480024527930465
89340013D,Garrido,Roman,Francisco Jose,Urbanizacion Lorem ipsum dolor 230A,'roman.garrido@correo.com',27145,8,,mensual,5,ES5577644480024527930466
60993677T,Nieto,Herrero,Julio ,Travesia Lorem ipsum dolor sit 67B,'herrero.nieto@correo.com',24234,17,,mensual,5,ES5577644480024527930467
06119853J,Arias,Parra,Cristian ,Urbanizacion Lorem ipsum dolor sit 78,'parra.arias@correo.com',32650,9,,mensual,5,ES5577644480024527930468
05028741K,Ortega,Prieto,Santiago ,Camino Lorem 284A 20B,'prieto.ortega@correo.com',41420,16,,mensual,5,ES5577644480024527930469
85786148N,Roman,Crespo,Hugo ,Carrer Lorem 164 5C,'crespo.roman@correo.com',4899,11,,trimestral,10,ES5577644480024527930470
29448463E,Ibanez,Roman,Domingo ,Calle Lorem ipsum dolor sit 186B 16B,'roman.ibanez@correo.com',36867,9,,anual,10,ES5577644480024527930471
99422829Q,Esteban,Martinez,Cristian ,Pasaje Lorem ipsum dolor 87A 12A,'martinez.esteban@correo.com',4460,9,,mensual,50,ES5577644480024527930472
92566338D,Gutierrez,Lozano,Juana ,Carrer Lorem ipsum dolor sit 12B,'lozano.gutierrez@correo.com',19220,17,,mensual,100,ES5577644480024527930473
62666312Y,Fuentes,Castro,Rodrigo ,Calle Lorem ipsum 203A 2A,'castro.fuentes@correo.com',16260,11,,mensual,50,ES5577644480024527930474
10387520F,Soto,Gil,Maria Luisa,Carrera Lorem ipsum dolor sit 127A 17G,'gil.soto@correo.com',24209,6,,mensual,10,ES5577644480024527930475
40626362J,Lopez,Mora,Victoria ,Carrera Lorem ipsum dolor sit 172B 7C,'mora.lopez@correo.com',47491,5,,trimestral,5,ES5577644480024527930476
51124444K,Lorenzo,Lozano,Alfonso ,Plaza Lorem ipsum dolor sit 95A,'lozano.lorenzo@correo.com',47238,6,,anual,15,ES5577644480024527930477
53389202S,Velasco,Lorenzo,Maria ,Plaza Lorem 42B,'lorenzo.velasco@correo.com',32457,16,7,mensual,5,ES5577644480024527930478
72492534F,Torres,Carmona,Francisca ,Pasaje Lorem 298A 1D,'carmona.torres@correo.com',50220,17,4,mensual,15,ES5577644480024527930479
63438902A,Rodriguez,Benitez,Juana ,Paseo Lorem ipsum dolor 1A,'benitez.rodriguez@correo.com',3759,12,16,mensual,10,ES5577644480024527930480
74049382P,Delgado,Hidalgo,Joan ,Canada Lorem 26A 9E,'hidalgo.delgado@correo.com',28440,8,12,mensual,5,ES5577644480024527930481
72956823H,Crespo,Soler,Daniela ,Avenida Lorem ipsum dolor sit 218A 9A,'soler.crespo@correo.com',45567,7,16,trimestral,5,ES5577644480024527930482
09077862S,Ortega,Alonso,Monica ,Carretera Lorem ipsum dolor sit 250A 15C,'alonso.ortega@correo.com',16550,8,18,anual,5,ES5577644480024527930483
02287047L,Medina,Medina,Gonzalo ,Canada Lorem ipsum dolor sit 231 10E,'medina.medina@correo.com',29491,6,14,mensual,5,ES5577644480024527930484
37601050Y,Diez,Moya,Alfonso ,Rambla Lorem ipsum dolor sit 24 5E,'moya.diez@correo.com',40181,14,1,mensual,5,ES5577644480024527930485
85556201L,Vazquez,Hidalgo,Javier ,Glorieta Lorem ipsum dolor sit 94A 5C,'hidalgo.vazquez@correo.com',36447,15,5,mensual,10,ES5577644480024527930486
14410063B,Blanco,Montero,Oscar ,Acceso Lorem ipsum dolor sit 281B 1C,'montero.blanco@correo.com',16113,14,9,mensual,10,ES5577644480024527930487
74451095A,Martinez,Hidalgo,Juan Antonio,Urbanizacion Lorem ipsum dolor 160 8A,'hidalgo.martinez@correo.com',5296,3,16,trimestral,50,ES5577644480024527930488
25278830J,Lopez,Lopez,Maria Pilar,Carrer Lorem ipsum dolor sit 41 2C,'lopez.lopez@correo.com',7713,9,19,anual,100,ES5577644480024527930489
71479217R,Campos,Rubio,Margarita ,Urbanizacion Lorem 251B 1D,'rubio.campos@correo.com',27844,13,17,mensual,50,ES5577644480024527930490
14093866H,Gil,Carmona,Maria Mercedes,Rambla Lorem 162B 9A,'carmona.gil@correo.com',9294,6,19,mensual,10,ES5577644480024527930491
52438940K,Campos,Reyes,Francisco Javier,Canada Lorem 99 15E,'reyes.campos@correo.com',15282,15,19,mensual,5,ES5577644480024527930492
73011981E,Rubio,Felip,Maria Jose,Glorieta Lorem ipsum dolor 143B 10H,'felip.rubio@correo.com',15570,7,13,mensual,15,ES5577644480024527930493
04466409Q,Flores,Marin,Antonio ,Carrera Lorem 238B 16A,'marin.flores@correo.com',5001,8,10,trimestral,5,ES5577644480024527930494
85696616L,Nieto,Gonzalez,Alba ,Glorieta Lorem ipsum dolor 173A 18B,'gonzalez.nieto@correo.com',31227,10,9,anual,15,ES5577644480024527930495
50783373V,Cano,Arias,Silvia ,C. Comercial Lorem 212A 1F,'arias.cano@correo.com',46167,4,4,mensual,10,ES5577644480024527930496
51148573T,Iglesias,Suarez,Maria Dolores,Cuesta Lorem 139B 13D,'suarez.iglesias@correo.com',28939,13,14,mensual,5,ES5577644480024527930497
32841613M,Aguilar,Cano,Esther ,Carrer Lorem 47B,'cano.aguilar@correo.com',45740,17,12,mensual,5,ES5577644480024527930498
38865666J,Marquez,Delgado,Martin ,Carrera Lorem ipsum 2 15D,'delgado.marquez@correo.com',4710,8,2,mensual,5,ES5577644480024527930499
59361497S,Cano,Vega,Teresa ,Via Lorem ipsum 12 1B,'vega.cano@correo.com',38290,12,8,trimestral,5,ES5577644480024527930500
70362955K,Jimenez,Hernandez,Maria Josefa,Urbanizacion Lorem ipsum dolor sit 173A 4C,'hernandez.jimenez@correo.com',36721,8,18,anual,5,ES5577644480024527930501
66247463B,Herrero,Lopez,Hector ,Alameda Lorem ipsum dolor sit 268B 10G,'lopez.herrero@correo.com',50481,13,5,mensual,10,ES5577644480024527930502
94338923F,Hernandez,Cruz,Rosa Maria,Plaza Lorem ipsum 184 2A,'cruz.hernandez@correo.com',34218,17,13,mensual,10,ES5577644480024527930503
34385446D,Carmona,Marin,Ana Belen,Urbanizacion Lorem ipsum dolor 230A,'marin.carmona@correo.com',20850,5,16,mensual,50,ES5577644480024527930504
79931413L,Castro,Ramirez,Maria Victoria,Travesia Lorem ipsum dolor sit 67B,'ramirez.castro@correo.com',25284,8,15,mensual,50,ES5577644480024527930505
73066881K,Gallardo,Benitez,Rodrigo ,Urbanizacion Lorem ipsum dolor sit 78,'benitez.gallardo@correo.com',16235,17,16,trimestral,10,ES5577644480024527930506
42398808X,Sanchez,Gallardo,Aitor ,Camino Lorem 284A 20B,'gallardo.sanchez@correo.com',24764,6,12,anual,5,ES5577644480024527930507
88810269R,Crespo,Hernandez,Cesar ,Carrer Lorem 164 5C,'hernandez.crespo@correo.com',34480,14,19,mensual,15,ES5577644480024527930508
27430722W,Santiago,Iglesias,Antonio ,Calle Lorem ipsum dolor sit 186B 16B,'iglesias.santiago@correo.com',31174,17,4,mensual,5,ES5577644480024527930509
96497805V,Blanco,Gutierrez,Maria Elena,Pasaje Lorem ipsum dolor 87A 12A,'gutierrez.blanco@correo.com',49625,17,5,mensual,10,ES5577644480024527930510
09207321F,Marin,Lozano,Martin ,Carrer Lorem ipsum dolor sit 12B,'lozano.marin@correo.com',32453,10,15,mensual,10,ES5577644480024527930511
05016172X,Jimenez,Roman,Alfonso ,Calle Lorem ipsum 203A 2A,'roman.jimenez@correo.com',43529,18,7,trimestral,100,ES5577644480024527930512
99017064V,Roman,Herrero,Ruben ,Carrera Lorem ipsum dolor sit 127A 17G,'herrero.roman@correo.com',14719,8,5,anual,50,ES5577644480024527930513
74771176Q,Fuentes,Lorenzo,Francisco Javier,Carrera Lorem ipsum dolor sit 172B 7C,'lorenzo.fuentes@correo.com',27347,13,15,mensual,10,ES5577644480024527930514
04150597V,Santiago,Castro,Jaime ,Plaza Lorem ipsum dolor sit 95A,'castro.santiago@correo.com',31523,1,16,mensual,5,ES5577644480024527930515
71210042H,Vazquez,Gil,Cesar ,Plaza Lorem 42B,'gil.vazquez@correo.com',44134,3,1,mensual,15,ES5577644480024527930516
17401323Y,Moya,Reyes,Antonio ,Pasaje Lorem 298A 1D,'reyes.moya@correo.com',27234,14,6,mensual,5,ES5577644480024527930517
42964008P,Hidalgo,Gimenez,Angel ,Paseo Lorem ipsum dolor 1A,'gimenez.hidalgo@correo.com',45652,10,5,trimestral,15,ES5577644480024527930518
96539811W,Castro,Gallego,David ,Canada Lorem 26A 9E,'gallego.castro@correo.com',24811,7,4,anual,10,ES5577644480024527930519
44251008C,Vargas,Martin,Susana ,Avenida Lorem ipsum dolor sit 218A 9A,'martin.vargas@correo.com',1320,14,11,mensual,5,ES5577644480024527930520
32579093F,Ramos,Cruz,Rodrigo ,Carretera Lorem ipsum dolor sit 250A 15C,'cruz.ramos@correo.com',8696,15,14,mensual,5,ES5577644480024527930521
99291121Y,Serrano,Vicente,Marc ,Canada Lorem ipsum dolor sit 231 10E,'vicente.serrano@correo.com',43878,6,18,mensual,5,ES5577644480024527930522
83496846S,Diez,Esteban,Juan Luis,Rambla Lorem ipsum dolor sit 24 5E,'esteban.diez@correo.com',50100,2,9,mensual,5,ES5577644480024527930523
04436528N,Diaz,Marin,Lidia ,Glorieta Lorem ipsum dolor sit 94A 5C,'marin.diaz@correo.com',6474,12,19,trimestral,5,ES5577644480024527930524
06672463W,Ramirez,Gonzalez,Gregorio ,Acceso Lorem ipsum dolor sit 281B 1C,'gonzalez.ramirez@correo.com',17430,14,17,anual,10,ES5577644480024527930525
96160985D,Reyes,Herrera,Paula ,Urbanizacion Lorem ipsum dolor 160 8A,'herrera.reyes@correo.com',35468,1,13,mensual,10,ES5577644480024527930526
57817888M,Pastor,Prieto,Francisca ,Carrer Lorem ipsum dolor sit 41 2C,'prieto.pastor@correo.com',29350,1,11,mensual,50,ES5577644480024527930527
43434458Q,Nunez,Diaz,Natalia ,Urbanizacion Lorem 251B 1D,'diaz.nunez@correo.com',43300,18,16,mensual,100,ES5577644480024527930528
71400028R,Gutierrez,Marquez,Mario ,Rambla Lorem 162B 9A,'marquez.gutierrez@correo.com',26256,7,15,mensual,50,ES5577644480024527930529
69840952A,Pena,Velasco,Alberto ,Canada Lorem 99 15E,'velasco.pena@correo.com',30588,16,1,trimestral,10,ES5577644480024527930530
45988538S,Rodriguez,Ramirez,Felipe ,Glorieta Lorem ipsum dolor 143B 10H,'ramirez.rodriguez@correo.com',19174,13,5,anual,5,ES5577644480024527930531
09159400H,Carrasco,Crespo,Maria Elena,Carrera Lorem 238B 16A,'crespo.carrasco@correo.com',25567,17,18,mensual,15,ES5577644480024527930532
40825613S,Martin,Martinez,Juan Antonio,Glorieta Lorem ipsum dolor 173A 18B,'martinez.martin@correo.com',27157,15,7,mensual,5,ES5577644480024527930533
83411881N,Moreno,Bravo,Victoria ,C. Comercial Lorem 212A 1F,'bravo.moreno@correo.com',24793,16,2,mensual,15,ES5577644480024527930534
79173537Q,Serrano,Mora,Rafael ,Cuesta Lorem 139B 13D,'mora.serrano@correo.com',15638,16,,mensual,10,ES5577644480024527930535
38327038E,Delgado,Mora,Maria Mar,Carrer Lorem 47B,'mora.delgado@correo.com',19118,1,,trimestral,5,ES5577644480024527930536
33307074S,Velasco,Medina,Monica ,Carrera Lorem ipsum 2 15D,'medina.velasco@correo.com',18290,17,,anual,5,ES5577644480024527930537
38712843W,Ortega,Garrido,Victor Manuel,Via Lorem ipsum 12 1B,'garrido.ortega@correo.com',37115,8,,mensual,5,ES5577644480024527930538
27977121J,Lorenzo,Pena,Julio ,Via Lorem ipsum 12 1B,'pena.lorenzo@correo.com',36413,10,,mensual,5,ES5577644480024527930539
18015212W,Rubio,Rodriguez,Ruben ,Urbanizacion Lorem ipsum dolor sit 173A 4C,'rodriguez.rubio@correo.com',45525,4,,mensual,5,ES5577644480024527930540
10263487J,Suarez,Arias,Carla ,Alameda Lorem ipsum dolor sit 268B 10G,'arias.suarez@correo.com',18810,13,,mensual,10,ES5577644480024527930541
99680819S,Medina,Marquez,Eduardo ,Plaza Lorem ipsum 184 2A,'marquez.medina@correo.com',37619,11,,trimestral,10,ES5577644480024527930542
98697198N,Torres,Marin,David ,Urbanizacion Lorem ipsum dolor 230A,'marin.torres@correo.com',33936,2,,anual,50,ES5577644480024527930543
72816525C,Navarro,Ortiz,Jose Angel,Travesia Lorem ipsum dolor sit 67B,'ortiz.navarro@correo.com',3828,8,,mensual,100,ES5577644480024527930544
00943709L,Delgado,Pascual,Miguel ,Urbanizacion Lorem ipsum dolor sit 78,'pascual.delgado@correo.com',48212,16,,mensual,50,ES5577644480024527930545
66692051D,Ferrer,Cruz,Oscar ,Camino Lorem 284A 20B,'cruz.ferrer@correo.com',22720,5,,mensual,10,ES5577644480024527930546
38424670L,Castro,Velasco,Vicente ,Carrer Lorem 164 5C,'velasco.castro@correo.com',22467,1,,mensual,5,ES5577644480024527930547
50068060G,Serrano,Pena,Alfredo ,Calle Lorem ipsum dolor sit 186B 16B,'pena.serrano@correo.com',50237,16,,trimestral,15,ES5577644480024527930548
94739897E,Ramirez,Mendez,Alicia ,Pasaje Lorem ipsum dolor 87A 12A,'mendez.ramirez@correo.com',44565,14,,anual,5,ES5577644480024527930549
82136940F,Hidalgo,Vicente,Maria Mercedes,Carrer Lorem ipsum dolor sit 12B,'vicente.hidalgo@correo.com',49110,13,,mensual,15,ES5577644480024527930550
28374208M,Ramos,Mora,Rosa Maria,Calle Lorem ipsum 203A 2A,'mora.ramos@correo.com',39557,1,,mensual,10,ES5577644480024527930551
82406565A,Ortega,Soler,Ramon ,Carrera Lorem ipsum dolor sit 127A 17G,'soler.ortega@correo.com',43529,3,,mensual,5,ES5577644480024527930552
47589824H,Cano,Ruiz,Julia ,Carrera Lorem ipsum dolor sit 172B 7C,'ruiz.cano@correo.com',46198,18,,mensual,5,ES5577644480024527930553
64391053T,Sanchez,Bravo,Miguel ,Plaza Lorem ipsum dolor sit 95A,'bravo.sanchez@correo.com',16812,11,,trimestral,5,ES5577644480024527930554
39415706P,Navarro,Romero,Alberto ,Plaza Lorem 42B,'romero.navarro@correo.com',50581,1,,anual,5,ES5577644480024527930555
61269791E,Arias,Lopez,Diego ,Pasaje Lorem 298A 1D,'lopez.arias@correo.com',49820,9,,mensual,5,ES5577644480024527930556
23290399R,Iglesias,Herrero,Sonia ,Paseo Lorem ipsum dolor 1A,'herrero.iglesias@correo.com',34131,16,,mensual,10,ES5577644480024527930557
38087832Q,Ramos,Herrero,Ramon ,Canada Lorem 26A 9E,'herrero.ramos@correo.com',50249,13,,mensual,10,ES5577644480024527930558
31038508P,Nieto,Soto,Margarita ,Avenida Lorem ipsum dolor sit 218A 9A,'soto.nieto@correo.com',39438,11,,mensual,50,ES5577644480024527930559
49022417X,Pascual,Parra,Alfredo ,Carretera Lorem ipsum dolor sit 250A 15C,'parra.pascual@correo.com',31451,9,,trimestral,100,ES5577644480024527930560
47233743T,Leon,Herrero,Alicia ,Canada Lorem ipsum dolor sit 231 10E,'herrero.leon@correo.com',6110,18,,anual,50,ES5577644480024527930561
78211021G,Hidalgo,Cabrera,Maria Mercedes,Rambla Lorem ipsum dolor sit 24 5E,'cabrera.hidalgo@correo.com',44394,6,,mensual,10,ES5577644480024527930562
81157912C,Cortes,Caballero,Rosa Maria,Glorieta Lorem ipsum dolor sit 94A 5C,'caballero.cortes@correo.com',24162,12,,mensual,5,ES5577644480024527930563
11170760M,Hernandez,Vidal,Ramon ,Acceso Lorem ipsum dolor sit 281B 1C,'vidal.hernandez@correo.com',2652,14,,mensual,15,ES5577644480024527930564
92516200B,Munoz,Mora,Julia ,Urbanizacion Lorem ipsum dolor 160 8A,'mora.munoz@correo.com',48280,4,,mensual,5,ES5577644480024527930565
07284822D,Diaz,Castro,Miguel ,Carrer Lorem ipsum dolor sit 41 2C,'castro.diaz@correo.com',6490,14,,trimestral,15,ES5577644480024527930566
